date,product,region,units_sold,unit_price,discount,revenue
2025-03-20,Printer,West,4,180,0.0,720.0
2025-03-20,Printer,North,10,180,0.0,1800.0
2025-03-20,Printer,South,8,180,0.1,1296.0
2025-03-20,Printer,East,10,180,0.0,1800.0
2025-03-20,Router,West,13,80,0.0,1040.0
2025-03-20,Router,North,6,80,0.1,432.0
2025-03-20,Router,South,16,80,0.1,1152.0
2025-03-20,Router,East,19,80,0.05,1444.0
2025-03-20,Webcam,West,15,55,0.1,742.5
2025-03-20,Webcam,North,7,55,0.0,385.0
2025-03-20,Webcam,South,13,55,0.0,715.0
2025-03-20,Webcam,East,13,55,0.0,715.0
2025-03-21,Laptop,West,11,650,0.05,6792.5
2025-03-21,Laptop,North,7,650,0.0,4550.0
2025-03-21,Laptop,South,6,650,0.0,3900.0
2025-03-21,Laptop,East,9,650,0.1,5265.0
2025-03-21,Monitor,West,7,220,0.05,1463.0
2025-03-21,Monitor,North,12,220,0.1,2376.0
2025-03-21,Monitor,South,9,220,0.05,1881.0
2025-03-21,Monitor,East,18,220,0.1,3564.0
2025-03-21,Keyboard,West,21,45,0.1,850.5
2025-03-21,Keyboard,North,16,45,0.0,720.0
2025-03-21,Keyboard,South,17,45,0.05,726.75
2025-03-21,Keyboard,East,20,45,0.0,900.0
2025-03-21,Mouse,West,22,25,0.0,550.0
2025-03-21,Mouse,North,25,25,0.1,562.5
2025-03-21,Mouse,South,23,25,0.05,546.25
2025-03-21,Mouse,East,24,25,0.0,600.0
2025-03-21,Headset,West,18,60,0.0,1080.0
2025-03-21,Headset,North,12,60,0.0,720.0
2025-03-21,Headset,South,18,60,0.05,1026.0
2025-03-21,Headset,East,13,60,0.05,741.0
2025-03-21,Printer,West,15,180,0.05,2565.0
2025-03-21,Printer,North,6,180,0.0,1080.0
2025-03-21,Printer,South,6,180,0.05,1026.0
2025-03-21,Printer,East,5,180,0.15,765.0
2025-03-21,Router,West,22,80,0.05,1672.0
2025-03-21,Router,North,22,80,0.05,1672.0
2025-03-21,Router,South,12,80,0.1,864.0
2025-03-21,Router,East,15,80,0.0,1200.0
2025-03-21,Webcam,West,16,55,0.1,792.0
2025-03-21,Webcam,North,12,55,0.05,627.0
2025-03-21,Webcam,South,5,55,0.05,261.25
2025-03-21,Webcam,East,10,55,0.0,550.0
2025-03-22,Laptop,West,13,650,0.05,8027.5
2025-03-22,Laptop,North,6,650,0.05,3705.0
2025-03-22,Laptop,South,8,650,0.05,4940.0
2025-03-22,Laptop,East,12,650,0.1,7020.0
2025-03-22,Monitor,West,8,220,0.0,1760.0
2025-03-22,Monitor,North,12,220,0.0,2640.0
2025-03-22,Monitor,South,15,220,0.0,3300.0
2025-03-22,Monitor,East,15,220,0.05,3135.0
2025-03-22,Keyboard,West,31,45,0.05,1325.25
2025-03-22,Keyboard,North,13,45,0.0,585.0
2025-03-22,Keyboard,South,17,45,0.0,765.0
2025-03-22,Keyboard,East,23,45,0.05,983.25
2025-03-22,Mouse,West,51,25,0.05,1211.25
2025-03-22,Mouse,North,28,25,0.05,665.0
2025-03-22,Mouse,South,32,25,0.0,800.0
2025-03-22,Mouse,East,24,25,0.05,570.0
2025-03-22,Headset,West,17,60,0.1,918.0
2025-03-22,Headset,North,18,60,0.05,1026.0
2025-03-22,Headset,South,21,60,0.1,1134.0
2025-03-22,Headset,East,13,60,0.0,780.0
2025-03-22,Printer,West,10,180,0.0,1800.0
2025-03-22,Printer,North,8,180,0.05,1368.0
2025-03-22,Printer,South,7,180,0.1,1134.0
2025-03-22,Printer,East,10,180,0.0,1800.0
2025-03-22,Router,West,18,80,0.05,1368.0
2025-03-22,Router,North,14,80,0.0,1120.0
2025-03-22,Router,South,10,80,0.0,800.0
2025-03-22,Router,East,13,80,0.05,988.0
2025-03-22,Webcam,West,16,55,0.1,792.0
2025-03-22,Webcam,North,12,55,0.05,627.0
2025-03-22,Webcam,South,7,55,0.0,385.0
2025-03-22,Webcam,East,5,55,0.1,247.5
2025-03-23,Laptop,West,14,650,0.05,8645.0
2025-03-23,Laptop,North,7,650,0.0,4550.0
2025-03-23,Laptop,South,8,650,0.0,5200.0
2025-03-23,Laptop,East,8,650,0.0,5200.0
2025-03-23,Monitor,West,11,220,0.0,2420.0
2025-03-23,Monitor,North,7,220,0.0,1540.0
2025-03-23,Monitor,South,9,220,0.05,1881.0
2025-03-23,Monitor,East,12,220,0.0,2640.0
2025-03-23,Keyboard,West,18,45,0.0,810.0
2025-03-23,Keyboard,North,19,45,0.05,812.25
2025-03-23,Keyboard,South,16,45,0.0,720.0
2025-03-23,Keyboard,East,20,45,0.1,810.0
2025-03-23,Mouse,West,37,25,0.0,925.0
2025-03-23,Mouse,North,33,25,0.05,783.75
2025-03-23,Mouse,South,32,25,0.0,800.0
2025-03-23,Mouse,East,32,25,0.0,800.0
2025-03-23,Headset,West,20,60,0.0,1200.0
2025-03-23,Headset,North,12,60,0.1,648.0
2025-03-23,Headset,South,7,60,0.05,399.0
2025-03-23,Headset,East,15,60,0.0,900.0
2025-03-23,Printer,West,4,180,0.1,648.0
2025-03-23,Printer,North,2,180,0.05,342.0
2025-03-23,Printer,South,11,180,0.15,1683.0
2025-03-23,Printer,East,6,180,0.05,1026.0
2025-03-23,Router,West,25,80,0.1,1800.0
2025-03-23,Router,North,23,80,0.05,1748.0
2025-03-23,Router,South,14,80,0.0,1120.0
2025-03-23,Router,East,15,80,0.0,1200.0
2025-03-23,Webcam,West,16,55,0.0,880.0
2025-03-23,Webcam,North,15,55,0.05,783.75
2025-03-23,Webcam,South,13,55,0.0,715.0
2025-03-23,Webcam,East,12,55,0.1,594.0
2025-03-24,Laptop,West,15,650,0.05,9262.5
2025-03-24,Laptop,North,6,650,0.0,3900.0
2025-03-24,Laptop,South,5,650,0.1,2925.0
2025-03-24,Laptop,East,11,650,0.05,6792.5
2025-03-24,Monitor,West,19,220,0.1,3762.0
2025-03-24,Monitor,North,15,220,0.0,3300.0
2025-03-24,Monitor,South,9,220,0.05,1881.0
2025-03-24,Monitor,East,12,220,0.1,2376.0
2025-03-24,Keyboard,West,31,45,0.05,1325.25
2025-03-24,Keyboard,North,19,45,0.0,855.0
2025-03-24,Keyboard,South,24,45,0.05,1026.0
2025-03-24,Keyboard,East,22,45,0.0,990.0
2025-03-24,Mouse,West,36,25,0.1,810.0
2025-03-24,Mouse,North,27,25,0.05,641.25
2025-03-24,Mouse,South,21,25,0.0,525.0
2025-03-24,Mouse,East,28,25,0.05,665.0
2025-03-24,Headset,West,17,60,0.0,1020.0
2025-03-24,Headset,North,9,60,0.1,486.0
2025-03-24,Headset,South,10,60,0.05,570.0
2025-03-24,Headset,East,15,60,0.0,900.0
2025-03-24,Printer,West,10,180,0.1,1620.0
2025-03-24,Printer,North,7,180,0.05,1197.0
2025-03-24,Printer,South,6,180,0.05,1026.0
2025-03-24,Printer,East,12,180,0.0,2160.0
2025-03-24,Router,West,16,80,0.1,1152.0
2025-03-24,Router,North,20,80,0.05,1520.0
2025-03-24,Router,South,17,80,0.1,1224.0
2025-03-24,Router,East,20,80,0.05,1520.0
2025-03-24,Webcam,West,17,55,0.0,935.0
2025-03-24,Webcam,North,14,55,0.1,693.0
2025-03-24,Webcam,South,11,55,0.05,574.75
2025-03-24,Webcam,East,12,55,0.0,660.0
2025-03-25,Laptop,West,10,650,0.05,6175.0
2025-03-25,Laptop,North,17,650,0.0,11050.0
2025-03-25,Laptop,South,10,650,0.05,6175.0
2025-03-25,Laptop,East,7,650,0.1,4095.0
2025-03-25,Monitor,West,14,220,0.05,2926.0
2025-03-25,Monitor,North,7,220,0.0,1540.0
2025-03-25,Monitor,South,9,220,0.15,1683.0
2025-03-25,Monitor,East,11,220,0.0,2420.0
2025-03-25,Keyboard,West,29,45,0.0,1305.0
2025-03-25,Keyboard,North,18,45,0.0,810.0
2025-03-25,Keyboard,South,15,45,0.15,573.75
2025-03-25,Keyboard,East,23,45,0.05,983.25
2025-03-25,Mouse,West,35,25,0.0,875.0
2025-03-25,Mouse,North,18,25,0.0,450.0
2025-03-25,Mouse,South,27,25,0.05,641.25
2025-03-25,Mouse,East,39,25,0.0,975.0
2025-03-25,Headset,West,18,60,0.0,1080.0
2025-03-25,Headset,North,19,60,0.05,1083.0
2025-03-25,Headset,South,23,60,0.0,1380.0
2025-03-25,Headset,East,17,60,0.0,1020.0
2025-03-25,Printer,West,9,180,0.05,1539.0
2025-03-25,Printer,North,6,180,0.0,1080.0
2025-03-25,Printer,South,7,180,0.0,1260.0
2025-03-25,Printer,East,9,180,0.1,1458.0
2025-03-25,Router,West,22,80,0.0,1760.0
2025-03-25,Router,North,16,80,0.1,1152.0
2025-03-25,Router,South,16,80,0.1,1152.0
2025-03-25,Router,East,20,80,0.0,1600.0
2025-03-25,Webcam,West,18,55,0.0,990.0
2025-03-25,Webcam,North,12,55,0.0,660.0
2025-03-25,Webcam,South,10,55,0.0,550.0
2025-03-25,Webcam,East,21,55,0.05,1097.25
2025-03-26,Laptop,West,11,650,0.05,6792.5
2025-03-26,Laptop,North,6,650,0.0,3900.0
2025-03-26,Laptop,South,11,650,0.0,7150.0
2025-03-26,Laptop,East,10,650,0.15,5525.0
2025-03-26,Monitor,West,15,220,0.1,2970.0
2025-03-26,Monitor,North,14,220,0.0,3080.0
2025-03-26,Monitor,South,10,220,0.05,2090.0
2025-03-26,Monitor,East,14,220,0.1,2772.0
2025-03-26,Keyboard,West,21,45,0.0,945.0
2025-03-26,Keyboard,North,24,45,0.0,1080.0
2025-03-26,Keyboard,South,21,45,0.0,945.0
2025-03-26,Keyboard,East,21,45,0.0,945.0
2025-03-26,Mouse,West,32,25,0.1,720.0
2025-03-26,Mouse,North,31,25,0.1,697.5
2025-03-26,Mouse,South,29,25,0.1,652.5
2025-03-26,Mouse,East,25,25,0.05,593.75
2025-03-26,Headset,West,15,60,0.0,900.0
2025-03-26,Headset,North,14,60,0.1,756.0
2025-03-26,Headset,South,6,60,0.05,342.0
2025-03-26,Headset,East,10,60,0.0,600.0
2025-03-26,Printer,West,4,180,0.1,648.0
2025-03-26,Printer,North,3,180,0.0,540.0
2025-03-26,Printer,South,8,180,0.05,1368.0
2025-03-26,Printer,East,9,180,0.05,1539.0
2025-03-26,Router,West,20,80,0.0,1600.0
2025-03-26,Router,North,21,80,0.1,1512.0
2025-03-26,Router,South,15,80,0.0,1200.0
2025-03-26,Router,East,15,80,0.15,1020.0
2025-03-26,Webcam,West,12,55,0.05,627.0
2025-03-26,Webcam,North,7,55,0.0,385.0
2025-03-26,Webcam,South,14,55,0.05,731.5
2025-03-26,Webcam,East,8,55,0.0,440.0
2025-03-27,Laptop,West,11,650,0.0,7150.0
2025-03-27,Laptop,North,16,650,0.05,9880.0
2025-03-27,Laptop,South,7,650,0.0,4550.0
2025-03-27,Laptop,East,6,650,0.15,3315.0
2025-03-27,Monitor,West,13,220,0.1,2574.0
2025-03-27,Monitor,North,12,220,0.0,2640.0
2025-03-27,Monitor,South,12,220,0.1,2376.0
2025-03-27,Monitor,East,10,220,0.05,2090.0
2025-03-27,Keyboard,West,22,45,0.1,891.0
2025-03-27,Keyboard,North,23,45,0.0,1035.0
2025-03-27,Keyboard,South,19,45,0.0,855.0
2025-03-27,Keyboard,East,23,45,0.0,1035.0
2025-03-27,Mouse,West,36,25,0.05,855.0
2025-03-27,Mouse,North,23,25,0.0,575.0
2025-03-27,Mouse,South,26,25,0.1,585.0
2025-03-27,Mouse,East,22,25,0.05,522.5
2025-03-27,Headset,West,19,60,0.05,1083.0
2025-03-27,Headset,North,11,60,0.0,660.0
2025-03-27,Headset,South,8,60,0.0,480.0
2025-03-27,Headset,East,9,60,0.0,540.0
2025-03-27,Printer,West,7,180,0.05,1197.0
2025-03-27,Printer,North,3,180,0.05,513.0
2025-03-27,Printer,South,4,180,0.1,648.0
2025-03-27,Printer,East,7,180,0.05,1197.0
2025-03-27,Router,West,16,80,0.05,1216.0
2025-03-27,Router,North,8,80,0.05,608.0
2025-03-27,Router,South,8,80,0.05,608.0
2025-03-27,Router,East,12,80,0.05,912.0
2025-03-27,Webcam,West,18,55,0.0,990.0
2025-03-27,Webcam,North,14,55,0.1,693.0
2025-03-27,Webcam,South,6,55,0.0,330.0
2025-03-27,Webcam,East,13,55,0.1,643.5
2025-03-28,Laptop,West,9,650,0.15,4972.5
2025-03-28,Laptop,North,4,650,0.0,2600.0
2025-03-28,Laptop,South,16,650,0.05,9880.0
2025-03-28,Laptop,East,9,650,0.0,5850.0
2025-03-28,Monitor,West,10,220,0.1,1980.0
2025-03-28,Monitor,North,8,220,0.05,1672.0
2025-03-28,Monitor,South,9,220,0.05,1881.0
2025-03-28,Monitor,East,10,220,0.05,2090.0
2025-03-28,Keyboard,West,16,45,0.0,720.0
2025-03-28,Keyboard,North,25,45,0.0,1125.0
2025-03-28,Keyboard,South,21,45,0.05,897.75
2025-03-28,Keyboard,East,18,45,0.15,688.5
2025-03-28,Mouse,West,23,25,0.0,575.0
2025-03-28,Mouse,North,25,25,0.1,562.5
2025-03-28,Mouse,South,35,25,0.05,831.25
2025-03-28,Mouse,East,33,25,0.0,825.0
2025-03-28,Headset,West,12,60,0.0,720.0
2025-03-28,Headset,North,9,60,0.1,486.0
2025-03-28,Headset,South,13,60,0.0,780.0
2025-03-28,Headset,East,15,60,0.1,810.0
2025-03-28,Printer,West,7,180,0.0,1260.0
2025-03-28,Printer,North,8,180,0.05,1368.0
2025-03-28,Printer,South,3,180,0.15,459.0
2025-03-28,Printer,East,8,180,0.0,1440.0
2025-03-28,Router,West,19,80,0.1,1368.0
2025-03-28,Router,North,20,80,0.1,1440.0
2025-03-28,Router,South,16,80,0.1,1152.0
2025-03-28,Router,East,18,80,0.05,1368.0
2025-03-28,Webcam,West,10,55,0.05,522.5
2025-03-28,Webcam,North,8,55,0.0,440.0
2025-03-28,Webcam,South,19,55,0.1,940.5
2025-03-28,Webcam,East,13,55,0.0,715.0
2025-03-29,Laptop,West,8,650,0.0,5200.0
2025-03-29,Laptop,North,9,650,0.15,4972.5
2025-03-29,Laptop,South,4,650,0.0,2600.0
2025-03-29,Laptop,East,10,650,0.15,5525.0
2025-03-29,Monitor,West,13,220,0.1,2574.0
2025-03-29,Monitor,North,13,220,0.05,2717.0
2025-03-29,Monitor,South,14,220,0.0,3080.0
2025-03-29,Monitor,East,12,220,0.05,2508.0
2025-03-29,Keyboard,West,23,45,0.0,1035.0
2025-03-29,Keyboard,North,24,45,0.0,1080.0
2025-03-29,Keyboard,South,20,45,0.05,855.0
2025-03-29,Keyboard,East,21,45,0.05,897.75
2025-03-29,Mouse,West,44,25,0.0,1100.0
2025-03-29,Mouse,North,37,25,0.0,925.0
2025-03-29,Mouse,South,18,25,0.0,450.0
2025-03-29,Mouse,East,38,25,0.0,950.0
2025-03-29,Headset,West,15,60,0.05,855.0
2025-03-29,Headset,North,16,60,0.0,960.0
2025-03-29,Headset,South,14,60,0.05,798.0
2025-03-29,Headset,East,19,60,0.1,1026.0
2025-03-29,Printer,West,6,180,0.05,1026.0
2025-03-29,Printer,North,11,180,0.0,1980.0
2025-03-29,Printer,South,7,180,0.05,1197.0
2025-03-29,Printer,East,9,180,0.05,1539.0
2025-03-29,Router,West,15,80,0.1,1080.0
2025-03-29,Router,North,17,80,0.0,1360.0
2025-03-29,Router,South,20,80,0.05,1520.0
2025-03-29,Router,East,20,80,0.0,1600.0
2025-03-29,Webcam,West,16,55,0.05,836.0
2025-03-29,Webcam,North,7,55,0.05,365.75
2025-03-29,Webcam,South,10,55,0.05,522.5
2025-03-29,Webcam,East,15,55,0.05,783.75
2025-03-30,Laptop,West,11,650,0.1,6435.0
2025-03-30,Laptop,North,11,650,0.05,6792.5
2025-03-30,Laptop,South,10,650,0.1,5850.0
2025-03-30,Laptop,East,10,650,0.0,6500.0
2025-03-30,Monitor,West,16,220,0.1,3168.0
2025-03-30,Monitor,North,13,220,0.1,2574.0
2025-03-30,Monitor,South,9,220,0.0,1980.0
2025-03-30,Monitor,East,10,220,0.1,1980.0
2025-03-30,Keyboard,West,28,45,0.0,1260.0
2025-03-30,Keyboard,North,12,45,0.05,513.0
2025-03-30,Keyboard,South,20,45,0.15,765.0
2025-03-30,Keyboard,East,20,45,0.05,855.0
2025-03-30,Mouse,West,26,25,0.05,617.5
2025-03-30,Mouse,North,30,25,0.0,750.0
2025-03-30,Mouse,South,18,25,0.1,405.0
2025-03-30,Mouse,East,27,25,0.05,641.25
2025-03-30,Headset,West,17,60,0.0,1020.0
2025-03-30,Headset,North,17,60,0.05,969.0
2025-03-30,Headset,South,10,60,0.1,540.0
2025-03-30,Headset,East,15,60,0.0,900.0
2025-03-30,Printer,West,10,180,0.0,1800.0
2025-03-30,Printer,North,8,180,0.0,1440.0
2025-03-30,Printer,South,9,180,0.0,1620.0
2025-03-30,Printer,East,3,180,0.05,513.0
2025-03-30,Router,West,20,80,0.05,1520.0
2025-03-30,Router,North,11,80,0.0,880.0
2025-03-30,Router,South,19,80,0.0,1520.0
2025-03-30,Router,East,18,80,0.0,1440.0
2025-03-30,Webcam,West,9,55,0.05,470.25
2025-03-30,Webcam,North,12,55,0.05,627.0
2025-03-30,Webcam,South,15,55,0.1,742.5
2025-03-30,Webcam,East,16,55,0.0,880.0
2025-03-31,Laptop,West,13,650,0.0,8450.0
2025-03-31,Laptop,North,12,650,0.0,7800.0
2025-03-31,Laptop,South,6,650,0.15,3315.0
2025-03-31,Laptop,East,9,650,0.05,5557.5
2025-03-31,Monitor,West,6,220,0.05,1254.0
2025-03-31,Monitor,North,17,220,0.0,3740.0
2025-03-31,Monitor,South,9,220,0.0,1980.0
2025-03-31,Monitor,East,15,220,0.1,2970.0
2025-03-31,Keyboard,West,17,45,0.1,688.5
2025-03-31,Keyboard,North,16,45,0.05,684.0
2025-03-31,Keyboard,South,12,45,0.05,513.0
2025-03-31,Keyboard,East,28,45,0.05,1197.0
2025-03-31,Mouse,West,34,25,0.0,850.0
2025-03-31,Mouse,North,28,25,0.0,700.0
2025-03-31,Mouse,South,25,25,0.0,625.0
2025-03-31,Mouse,East,32,25,0.0,800.0
2025-03-31,Headset,West,25,60,0.1,1350.0
2025-03-31,Headset,North,12,60,0.0,720.0
2025-03-31,Headset,South,5,60,0.05,285.0
2025-03-31,Headset,East,14,60,0.1,756.0
2025-03-31,Printer,West,12,180,0.05,2052.0
2025-03-31,Printer,North,4,180,0.05,684.0
2025-03-31,Printer,South,7,180,0.0,1260.0
2025-03-31,Printer,East,4,180,0.0,720.0
2025-03-31,Router,West,21,80,0.05,1596.0
2025-03-31,Router,North,13,80,0.0,1040.0
2025-03-31,Router,South,21,80,0.0,1680.0
2025-03-31,Router,East,20,80,0.0,1600.0
2025-03-31,Webcam,West,14,55,0.0,770.0
2025-03-31,Webcam,North,9,55,0.15,420.75
2025-03-31,Webcam,South,9,55,0.05,470.25
2025-03-31,Webcam,East,9,55,0.05,470.25
2025-04-01,Laptop,West,10,650,0.0,6500.0
2025-04-01,Laptop,North,10,650,0.0,6500.0
2025-04-01,Laptop,South,6,650,0.0,3900.0
2025-04-01,Laptop,East,10,650,0.1,5850.0
2025-04-01,Monitor,West,19,220,0.1,3762.0
2025-04-01,Monitor,North,10,220,0.0,2200.0
2025-04-01,Monitor,South,11,220,0.1,2178.0
2025-04-01,Monitor,East,8,220,0.0,1760.0
2025-04-01,Keyboard,West,27,45,0.1,1093.5
2025-04-01,Keyboard,North,17,45,0.1,688.5
2025-04-01,Keyboard,South,19,45,0.05,812.25
2025-04-01,Keyboard,East,23,45,0.05,983.25
2025-04-01,Mouse,West,24,25,0.1,540.0
2025-04-01,Mouse,North,37,25,0.0,925.0
2025-04-01,Mouse,South,27,25,0.1,607.5
2025-04-01,Mouse,East,25,25,0.0,625.0
2025-04-01,Headset,West,13,60,0.05,741.0
2025-04-01,Headset,North,12,60,0.1,648.0
2025-04-01,Headset,South,9,60,0.0,540.0
2025-04-01,Headset,East,20,60,0.0,1200.0
2025-04-01,Printer,West,5,180,0.0,900.0
2025-04-01,Printer,North,5,180,0.0,900.0
2025-04-01,Printer,South,7,180,0.05,1197.0
2025-04-01,Printer,East,8,180,0.1,1296.0
2025-04-01,Router,West,17,80,0.0,1360.0
2025-04-01,Router,North,14,80,0.0,1120.0
2025-04-01,Router,South,14,80,0.0,1120.0
2025-04-01,Router,East,13,80,0.1,936.0
2025-04-01,Webcam,West,11,55,0.05,574.75
2025-04-01,Webcam,North,6,55,0.05,313.5
2025-04-01,Webcam,South,10,55,0.05,522.5
2025-04-01,Webcam,East,11,55,0.05,574.75
2025-04-02,Laptop,West,14,650,0.0,9100.0
2025-04-02,Laptop,North,8,650,0.05,4940.0
2025-04-02,Laptop,South,13,650,0.05,8027.5
2025-04-02,Laptop,East,11,650,0.0,7150.0
2025-04-02,Monitor,West,13,220,0.15,2431.0
2025-04-02,Monitor,North,9,220,0.0,1980.0
2025-04-02,Monitor,South,11,220,0.0,2420.0
2025-04-02,Monitor,East,11,220,0.15,2057.0
2025-04-02,Keyboard,West,20,45,0.15,765.0
2025-04-02,Keyboard,North,24,45,0.0,1080.0
2025-04-02,Keyboard,South,24,45,0.05,1026.0
2025-04-02,Keyboard,East,26,45,0.1,1053.0
2025-04-02,Mouse,West,33,25,0.1,742.5
2025-04-02,Mouse,North,28,25,0.05,665.0
2025-04-02,Mouse,South,25,25,0.05,593.75
2025-04-02,Mouse,East,29,25,0.1,652.5
2025-04-02,Headset,West,14,60,0.1,756.0
2025-04-02,Headset,North,10,60,0.1,540.0
2025-04-02,Headset,South,16,60,0.05,912.0
2025-04-02,Headset,East,18,60,0.15,918.0
2025-04-02,Printer,West,4,180,0.0,720.0
2025-04-02,Printer,North,3,180,0.0,540.0
2025-04-02,Printer,South,6,180,0.0,1080.0
2025-04-02,Printer,East,4,180,0.0,720.0
2025-04-02,Router,West,24,80,0.1,1728.0
2025-04-02,Router,North,14,80,0.05,1064.0
2025-04-02,Router,South,14,80,0.15,952.0
2025-04-02,Router,East,17,80,0.05,1292.0
2025-04-02,Webcam,West,16,55,0.0,880.0
2025-04-02,Webcam,North,11,55,0.1,544.5
2025-04-02,Webcam,South,7,55,0.15,327.25
2025-04-02,Webcam,East,18,55,0.0,990.0
2025-04-03,Laptop,West,8,650,0.05,4940.0
2025-04-03,Laptop,North,12,650,0.05,7410.0
2025-04-03,Laptop,South,9,650,0.1,5265.0
2025-04-03,Laptop,East,11,650,0.0,7150.0
2025-04-03,Monitor,West,14,220,0.05,2926.0
2025-04-03,Monitor,North,11,220,0.1,2178.0
2025-04-03,Monitor,South,10,220,0.0,2200.0
2025-04-03,Monitor,East,10,220,0.05,2090.0
2025-04-03,Keyboard,West,25,45,0.1,1012.5
2025-04-03,Keyboard,North,29,45,0.0,1305.0
2025-04-03,Keyboard,South,14,45,0.0,630.0
2025-04-03,Keyboard,East,30,45,0.05,1282.5
2025-04-03,Mouse,West,35,25,0.1,787.5
2025-04-03,Mouse,North,30,25,0.0,750.0
2025-04-03,Mouse,South,29,25,0.1,652.5
2025-04-03,Mouse,East,36,25,0.15,765.0
2025-04-03,Headset,West,24,60,0.05,1368.0
2025-04-03,Headset,North,8,60,0.0,480.0
2025-04-03,Headset,South,11,60,0.0,660.0
2025-04-03,Headset,East,13,60,0.05,741.0
2025-04-03,Printer,West,6,180,0.0,1080.0
2025-04-03,Printer,North,9,180,0.0,1620.0
2025-04-03,Printer,South,6,180,0.0,1080.0
2025-04-03,Printer,East,3,180,0.15,459.0
2025-04-03,Router,West,22,80,0.0,1760.0
2025-04-03,Router,North,19,80,0.1,1368.0
2025-04-03,Router,South,22,80,0.0,1760.0
2025-04-03,Router,East,18,80,0.0,1440.0
2025-04-03,Webcam,West,11,55,0.1,544.5
2025-04-03,Webcam,North,12,55,0.0,660.0
2025-04-03,Webcam,South,12,55,0.0,660.0
2025-04-03,Webcam,East,9,55,0.1,445.5
2025-04-04,Laptop,West,15,650,0.0,9750.0
2025-04-04,Laptop,North,11,650,0.0,7150.0
2025-04-04,Laptop,South,7,650,0.05,4322.5
2025-04-04,Laptop,East,9,650,0.05,5557.5
2025-04-04,Monitor,West,21,220,0.05,4389.0
2025-04-04,Monitor,North,10,220,0.05,2090.0
2025-04-04,Monitor,South,9,220,0.05,1881.0
2025-04-04,Monitor,East,15,220,0.0,3300.0
2025-04-04,Keyboard,West,25,45,0.0,1125.0
2025-04-04,Keyboard,North,22,45,0.0,990.0
2025-04-04,Keyboard,South,23,45,0.15,879.75
2025-04-04,Keyboard,East,13,45,0.0,585.0
2025-04-04,Mouse,West,41,25,0.0,1025.0
2025-04-04,Mouse,North,36,25,0.0,900.0
2025-04-04,Mouse,South,25,25,0.0,625.0
2025-04-04,Mouse,East,30,25,0.05,712.5
2025-04-04,Headset,West,20,60,0.0,1200.0
2025-04-04,Headset,North,8,60,0.0,480.0
2025-04-04,Headset,South,12,60,0.1,648.0
2025-04-04,Headset,East,8,60,0.05,456.0
2025-04-04,Printer,West,6,180,0.0,1080.0
2025-04-04,Printer,North,7,180,0.15,1071.0
2025-04-04,Printer,South,8,180,0.1,1296.0
2025-04-04,Printer,East,12,180,0.05,2052.0
2025-04-04,Router,West,19,80,0.0,1520.0
2025-04-04,Router,North,18,80,0.05,1368.0
2025-04-04,Router,South,12,80,0.1,864.0
2025-04-04,Router,East,14,80,0.05,1064.0
2025-04-04,Webcam,West,14,55,0.05,731.5
2025-04-04,Webcam,North,9,55,0.0,495.0
2025-04-04,Webcam,South,10,55,0.1,495.0
2025-04-04,Webcam,East,13,55,0.0,715.0
2025-04-05,Laptop,West,13,650,0.1,7605.0
2025-04-05,Laptop,North,7,650,0.0,4550.0
2025-04-05,Laptop,South,7,650,0.05,4322.5
2025-04-05,Laptop,East,10,650,0.0,6500.0
2025-04-05,Monitor,West,12,220,0.0,2640.0
2025-04-05,Monitor,North,11,220,0.0,2420.0
2025-04-05,Monitor,South,9,220,0.05,1881.0
2025-04-05,Monitor,East,12,220,0.0,2640.0
2025-04-05,Keyboard,West,26,45,0.0,1170.0
2025-04-05,Keyboard,North,15,45,0.0,675.0
2025-04-05,Keyboard,South,21,45,0.1,850.5
2025-04-05,Keyboard,East,23,45,0.1,931.5
2025-04-05,Mouse,West,38,25,0.0,950.0
2025-04-05,Mouse,North,34,25,0.05,807.5
2025-04-05,Mouse,South,27,25,0.0,675.0
2025-04-05,Mouse,East,34,25,0.15,722.5
2025-04-05,Headset,West,19,60,0.0,1140.0
2025-04-05,Headset,North,10,60,0.05,570.0
2025-04-05,Headset,South,14,60,0.05,798.0
2025-04-05,Headset,East,19,60,0.05,1083.0
2025-04-05,Printer,West,8,180,0.0,1440.0
2025-04-05,Printer,North,8,180,0.1,1296.0
2025-04-05,Printer,South,10,180,0.05,1710.0
2025-04-05,Printer,East,8,180,0.1,1296.0
2025-04-05,Router,West,17,80,0.0,1360.0
2025-04-05,Router,North,14,80,0.0,1120.0
2025-04-05,Router,South,13,80,0.05,988.0
2025-04-05,Router,East,16,80,0.0,1280.0
2025-04-05,Webcam,West,8,55,0.05,418.0
2025-04-05,Webcam,North,13,55,0.05,679.25
2025-04-05,Webcam,South,11,55,0.05,574.75
2025-04-05,Webcam,East,9,55,0.0,495.0
2025-04-06,Laptop,West,12,650,0.0,7800.0
2025-04-06,Laptop,North,10,650,0.0,6500.0
2025-04-06,Laptop,South,12,650,0.0,7800.0
2025-04-06,Laptop,East,6,650,0.05,3705.0
2025-04-06,Monitor,West,15,220,0.0,3300.0
2025-04-06,Monitor,North,14,220,0.05,2926.0
2025-04-06,Monitor,South,13,220,0.0,2860.0
2025-04-06,Monitor,East,14,220,0.0,3080.0
2025-04-06,Keyboard,West,23,45,0.05,983.25
2025-04-06,Keyboard,North,18,45,0.0,810.0
